,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3297,3297,Single,39,1,9500,Daytime,1,130,Portuguese,19,19,3,7,129,0,0,1,0,FEMALE,0,26,0,0,7,11,4,12.86,0,0,7,10,5,11.56666667,0,12.4,0.5,1.79,Dropout
3298,3298,Single,17,1,9238,Daytime,1,133.1,Portuguese,1,38,9,7,110.5,0,0,0,1,female,0,19,0,0,6,10,6,14.25,0,0,6,7,6,14,0,16.2,0.3,-0.92,Graduate
3299,3299,Single,1,5,9500,Daytime,1,141,Portuguese,38,19,7,7,132.5,1,0,0,0,Female,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,Dropout
3300,3300,Single,1,1,171,Daytime,1,138,Portuguese,19,19,5,1,130.7,1,0,0,1,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
3301,3301,Single,17,1,9500,Daytime,1,130,Portuguese,19,1,9,7,130.4,1,0,0,1,Female,1,19,0,0,7,7,7,13.89428571,0,0,8,8,8,14.3625,0,11.1,0.6,2.02,Graduate
3302,3302,Single,17,1,9500,Daytime,1,128,Portuguese,37,37,9,8,124.3,1,0,0,1,Female,1,19,0,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,15.5,2.8,-4.06,Graduate
3303,3303,Single,1,4,9085,Daytime,1,135,Portuguese,38,37,9,9,132.6,1,0,0,1,Female,1,19,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
3304,3304,Single,44,1,8014,Evening,39,150,Portuguese,1,37,9,7,146.7,0,0,0,1,Female,1,21,0,3,6,6,6,14.66666667,0,2,6,6,6,13.83333333,0,12.4,0.5,1.79,Graduate
3305,3305,Single,1,3,9773,Daytime,1,135,Portuguese,1,1,3,5,130.1,1,0,0,1,Female,0,18,0,0,6,6,6,13.66666667,0,0,6,7,6,13,0,15.5,2.8,-4.06,Graduate
3306,3306,Married,43,1,9254,Daytime,3,120,Portuguese,38,37,9,3,120,1,0,0,1,FEMALE,0,33,0,9,12,22,10,13.3,0,9,11,11,11,13.72727273,0,9.4,-0.8,-3.12,Graduate
3307,3307,Single,7,1,8014,Evening,3,120,Portuguese,19,37,5,3,121.3,0,0,0,1,Female,0,32,0,7,11,13,11,13.45454545,0,5,11,13,7,12.42857143,0,12.7,3.7,-1.7,Graduate
3308,3308,Single,1,6,9500,Daytime,1,140,Portuguese,19,19,1,4,133.3,1,0,0,1,FEMALE,1,17,0,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12,Graduate
3309,3309,Married,39,1,9500,Daytime,1,140,Portuguese,19,19,9,7,110.5,0,0,0,1,Female,0,31,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,Dropout
3310,3310,Married,39,1,8014,Evening,1,140,Portuguese,19,19,9,7,102.5,0,0,0,1,female,1,32,0,0,6,6,6,11.33333333,0,0,6,8,5,13,0,15.5,2.8,-4.06,Graduate
3311,3311,Single,1,2,9085,Daytime,1,156,Portuguese,40,40,3,7,150.9,1,0,0,1,female,0,18,0,0,6,8,6,16,0,0,6,10,6,14.625,0,11.1,0.6,2.02,Dropout
3312,3312,Single,51,1,9070,Daytime,12,133.1,Portuguese,37,19,3,7,106.6,0,0,1,1,Female,0,31,0,2,6,8,5,11,0,4,6,12,6,10.16666667,0,8.9,1.4,3.51,Enrolled
3313,3313,Single,1,1,9254,Daytime,1,120,Portuguese,1,1,9,10,118.3,0,0,0,1,Male,0,20,0,0,6,8,6,12.85714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Enrolled
3314,3314,Single,43,1,9991,Evening,1,100,Portuguese,3,19,1,1,117.9,0,0,0,0,Male,0,40,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
3315,3315,Married,1,1,9991,Evening,1,120,Portuguese,37,19,9,9,135,1,0,0,1,MALE,0,32,0,0,5,5,5,14.8,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
3316,3316,Single,7,1,9119,Daytime,3,120,Portuguese,19,19,1,1,120,0,0,0,0,Male,0,40,0,1,5,7,1,13,0,2,5,5,2,14,0,12.7,3.7,-1.7,Dropout
3317,3317,Single,1,1,171,Daytime,1,172,Portuguese,1,1,4,9,167.1,0,0,0,1,MALE,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
3318,3318,Single,43,1,9991,Evening,1,120,Portuguese,37,37,9,9,115.8,0,0,1,0,Male,0,28,0,4,9,14,4,10,0,1,6,6,1,10,0,12.7,3.7,-1.7,Dropout
3319,3319,Single,16,2,9070,Daytime,1,137,Portuguese,1,1,3,1,141.2,1,0,1,1,MALE,0,19,0,0,6,11,5,11.2,0,0,6,7,6,12,0,9.4,-0.8,-3.12,Graduate
3320,3320,Single,1,1,9773,Daytime,1,117,Portuguese,1,37,5,9,118.4,0,0,0,1,Male,1,19,0,0,6,8,6,11.83333333,0,0,6,11,3,13,0,15.5,2.8,-4.06,Graduate
3321,3321,Single,1,6,9147,Daytime,1,142,Portuguese,38,37,7,7,134.3,0,1,0,1,Male,0,21,0,0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
3322,3322,Single,17,4,9147,Daytime,1,135,Portuguese,19,1,0,4,128.7,1,0,0,1,Male,0,22,0,0,5,8,2,10.5,0,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
3323,3323,Single,17,3,9119,Daytime,1,115,Portuguese,3,1,3,3,116.1,1,0,0,0,MALE,0,18,0,0,5,8,5,12.5,0,0,5,7,5,13.57142857,0,12.4,0.5,1.79,Dropout
3324,3324,Single,39,1,171,Daytime,1,110,Portuguese,12,3,5,2,100,1,0,0,1,Male,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
3325,3325,Single,1,1,171,Daytime,1,123,Portuguese,1,3,2,2,118.8,0,0,0,1,MALE,0,19,0,4,10,10,5,11,0,2,7,8,2,10,0,8.9,1.4,3.51,Enrolled
3326,3326,Married,43,1,9991,Evening,1,140,Portuguese,37,37,9,9,130,1,0,0,1,male,0,30,0,6,10,14,9,12.33333333,0,7,10,12,8,12,0,9.4,-0.8,-3.12,Graduate
3327,3327,Single,39,1,9130,Daytime,39,150,Portuguese,1,3,4,1,150,0,0,0,1,Male,0,28,0,0,6,9,0,0,0,0,6,8,1,10,1,16.2,0.3,-0.92,Dropout
3328,3328,Facto Union,39,1,9119,Daytime,1,120,Portuguese,37,37,9,9,116,0,0,1,1,MALE,1,34,0,0,5,14,1,17,0,0,5,10,2,11,0,9.4,-0.8,-3.12,Enrolled
3329,3329,Single,17,1,9147,Daytime,1,110,Portuguese,1,1,4,4,99,0,0,0,1,male,0,21,0,0,5,5,5,11,0,0,5,11,3,11.42857143,0,10.8,1.4,1.74,Enrolled
3330,3330,Single,1,1,9238,Daytime,1,133,Portuguese,1,19,9,9,132,0,0,0,1,Male,1,20,0,0,6,11,5,11.14285714,0,0,6,9,6,11.57142857,0,16.2,0.3,-0.92,Graduate
3331,3331,Single,43,1,9254,Daytime,1,110,Portuguese,12,19,9,9,125,0,0,0,0,Male,0,31,0,3,8,19,5,12.16666667,0,3,7,12,5,12,0,7.6,,0.32,Dropout
3332,3332,Single,17,1,9119,Daytime,1,126,Portuguese,1,1,9,9,116.2,0,0,1,0,Male,0,21,0,0,5,9,2,11,0,0,5,8,2,11.5,2,7.6,2.6,0.32,Dropout
3333,3333,Single,39,2,9670,Daytime,19,133.1,Portuguese,34,34,0,0,100,1,0,0,0,Male,0,27,0,0,5,8,1,11,0,0,5,6,3,10.66666667,1,7.6,2.6,0.32,Dropout
3334,3334,Single,1,6,9773,Daytime,1,136,Portuguese,38,38,9,9,132.9,1,0,0,1,MALE,0,19,0,0,6,10,4,13.25,0,0,6,13,5,11.8,0,7.6,2.6,0.32,Graduate
3335,3335,Single,17,4,9773,Daytime,1,129,Portuguese,3,1,2,7,132.5,1,0,0,1,MALE,0,21,0,0,6,7,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74,Enrolled
3336,3336,Single,44,1,9003,Daytime,39,140,Portuguese,19,19,4,4,140,1,0,0,0,male,0,21,0,0,6,17,2,12.5,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
3337,3337,Single,43,1,9670,Daytime,1,160,Portuguese,34,34,99,99,100.1,0,0,0,0,Male,0,35,0,6,10,10,7,12.14285714,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout
3338,3338,Single,39,1,9085,Daytime,1,133.1,Portuguese,37,36,90,7,128.2,0,0,0,1,MALE,0,28,0,0,5,8,3,12,0,0,5,10,3,11.33333333,0,7.6,2.6,0.32,Dropout
3339,3339,Single,17,1,9670,Daytime,1,140,Portuguese,1,1,4,3,133.4,0,0,0,1,MALE,0,24,0,0,6,6,4,11.25,0,0,6,9,4,10.42857143,0,10.8,1.4,1.74,Enrolled
3340,3340,Single,1,3,9773,Daytime,1,142,Portuguese,34,1,5,10,136.1,1,0,0,0,MALE,0,19,0,0,4,8,0,0,1,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
3341,3341,Single,17,1,9670,Daytime,1,138,Portuguese,1,1,4,8,123,0,0,1,0,MALE,0,20,0,0,6,7,5,12.4,0,0,6,8,4,13,0,13.9,-0.3,0.79,Enrolled
3342,3342,Single,1,1,9070,Daytime,1,131,Portuguese,3,19,4,4,130.3,1,0,0,1,MALE,1,20,0,0,6,6,6,12.83333333,0,0,6,8,6,12.66666667,2,16.2,0.3,-0.92,Graduate
3343,3343,Single,1,1,9119,Daytime,1,160,Portuguese,37,37,9,6,153.7,0,0,0,1,Male,0,19,0,0,5,7,1,13,0,0,5,7,2,10,0,9.4,-0.8,-3.12,Enrolled
3344,3344,Single,39,1,9085,Daytime,1,110,Portuguese,40,1,5,6,142.5,0,0,1,0,Male,0,37,0,5,7,7,5,12,0,3,7,7,3,11.66666667,0,8.9,1.4,3.51,Dropout
3345,3345,Single,1,1,9254,Daytime,1,124,Portuguese,37,38,9,8,114.6,1,0,0,1,Male,0,19,0,0,6,13,2,12,0,0,6,12,1,13,0,7.6,2.6,0.32,Dropout
3346,3346,Single,39,1,9500,Daytime,1,120,Portuguese,37,37,9,8,108.5,0,0,0,1,Male,0,36,0,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
3347,3347,Single,39,1,9147,Daytime,12,133.1,Portuguese,37,37,9,9,140,0,0,0,1,Male,0,29,0,0,5,0,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,Dropout
3348,3348,Single,39,1,9003,Daytime,1,133.1,Portuguese,38,37,9,4,120,0,0,0,1,Male,0,30,0,0,6,10,6,11.375,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,Graduate
3349,3349,Single,51,1,9670,Daytime,19,133.1,Portuguese,2,1,3,10,120,0,0,1,1,Male,0,32,0,1,6,15,2,12,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
3350,3350,Single,1,1,8014,Evening,1,123,Portuguese,3,1,2,9,127.6,1,0,0,1,Male,0,26,0,0,6,6,6,11.83333333,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Enrolled
3351,3351,Married,44,1,9003,Daytime,39,140,Portuguese,37,37,4,7,140,0,0,0,1,Male,0,37,0,0,6,17,1,12,0,0,6,23,2,10.5,1,16.2,0.3,-0.92,Dropout
3352,3352,Single,39,1,9119,Daytime,1,138.7,Portuguese,1,12,4,3,111.3,0,0,0,1,male,0,27,0,1,6,7,3,12,0,2,6,7,2,11,0,13.9,-0.3,0.79,Dropout
3353,3353,Single,1,1,9773,Daytime,1,131,Portuguese,38,1,5,7,131,1,0,0,1,MALE,1,18,0,0,6,7,6,12.71428571,0,0,6,8,5,11.83333333,0,13.9,-0.3,0.79,Graduate
3354,3354,Single,1,1,9500,Daytime,1,149,Portuguese,38,37,9,9,139.5,0,0,0,1,Male,1,18,0,0,8,8,8,15.3,0,0,8,8,8,15.3,0,9.4,-0.8,-3.12,Graduate
3355,3355,Married,39,2,9003,Daytime,19,133.1,Portuguese,38,19,4,1,110,0,0,0,0,Male,0,32,0,2,8,12,2,11.5,2,0,7,9,0,0,0,15.5,2.8,-4.06,Dropout
3356,3356,Single,44,1,9119,Daytime,39,130,Portuguese,3,19,3,4,130,0,0,0,1,Male,0,20,0,0,5,12,1,13,0,0,5,8,3,12.6,0,12.4,0.5,1.79,Enrolled
3357,3357,Single,43,1,9003,Daytime,1,120,Portuguese,3,3,1,2,115,0,0,0,1,male,0,22,0,0,6,12,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
3358,3358,Divorced,39,1,9500,Daytime,1,133.1,Portuguese,1,19,3,3,154.3,0,0,0,1,Female,0,32,0,0,7,0,0,0,0,0,8,0,0,0,0,12.4,0.5,1.79,Dropout
3359,3359,Single,1,1,9147,Daytime,1,143,Portuguese,1,37,9,9,135,1,0,0,1,Female,0,21,0,0,5,8,4,11,0,0,5,8,5,12,0,7.6,2.6,0.32,Enrolled
3360,3360,Single,17,4,9670,Daytime,1,126,Portuguese,1,1,4,7,115.2,0,0,0,0,FEMALE,0,19,0,0,6,7,3,12.66666667,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout
3361,3361,Single,1,1,9773,Daytime,1,125,Portuguese,19,1,9,9,130.6,1,0,0,1,female,1,18,0,0,6,6,6,13.5,0,0,6,6,6,14,0,8.9,1.4,3.51,Graduate
3362,3362,Single,1,4,9147,Daytime,1,123,Portuguese,1,1,9,7,117.4,1,0,0,1,Female,1,18,0,0,5,7,5,12,0,0,5,10,5,11.4,0,8.9,1.4,3.51,Graduate
3363,3363,Single,7,1,9147,Daytime,2,150,Portuguese,3,37,2,5,150,1,0,1,0,Female,0,38,0,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
3364,3364,Single,17,3,9853,Daytime,1,132,Portuguese,34,34,0,0,131.3,1,0,0,1,Female,0,21,0,0,6,8,5,11.8,0,0,6,8,4,10.5,0,7.6,2.6,0.32,Dropout
3365,3365,Single,1,1,9238,Daytime,1,133,Portuguese,34,37,5,5,120.4,0,0,0,0,FEMALE,0,21,0,0,6,12,2,11.5,0,0,6,13,1,13,0,9.4,-0.8,-3.12,Dropout
3366,3366,Single,1,1,9991,Evening,1,122,Portuguese,37,37,9,3,113.6,0,0,0,1,male,0,26,0,0,5,11,2,11.5,0,0,5,10,3,12,0,7.6,2.6,0.32,Enrolled
3367,3367,Single,1,4,9500,Daytime,1,137,Portuguese,19,38,9,3,125,1,0,0,1,FEMALE,0,19,0,0,7,7,6,14.61666667,0,0,7,7,6,14.61666667,0,7.6,2.6,0.32,Graduate
3368,3368,Single,1,6,9500,Daytime,1,145,Portuguese,19,37,9,9,132.3,1,0,0,1,female,1,19,0,0,8,8,7,14.06,0,0,8,8,7,14.06,0,10.8,1.4,1.74,Enrolled
3369,3369,Single,17,1,9254,Daytime,1,150,Portuguese,1,1,9,10,142.7,0,0,1,1,female,0,18,0,0,6,9,4,11,0,0,6,12,3,11.33333333,0,7.6,2.6,0.32,Dropout
3370,3370,Single,7,1,9147,Daytime,3,130,Portuguese,37,37,9,9,130,0,0,0,1,FEMALE,0,25,0,0,5,0,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
3371,3371,Single,1,6,9500,Daytime,1,136,Portuguese,37,1,5,4,120.8,1,0,0,1,FEMALE,0,19,0,6,14,22,7,12.19230769,5,6,14,22,7,12.19230769,5,7.6,2.6,0.32,Graduate
3372,3372,Single,17,2,9254,Daytime,1,131,Portuguese,1,19,9,9,130.3,1,0,0,1,FEMALE,1,18,0,0,6,6,6,12.83333333,0,0,6,7,6,12.33333333,0,13.9,-0.3,0.79,Graduate
3373,3373,Single,17,1,9147,Daytime,1,130,Portuguese,37,37,9,7,119.9,0,0,0,1,FEMALE,1,19,0,0,5,8,5,12.875,0,0,5,6,5,11.83333333,0,13.9,-0.3,0.79,Graduate
3374,3374,Single,1,1,9238,Daytime,1,108,Portuguese,19,38,9,7,110.5,1,0,0,1,Female,1,22,0,0,6,6,6,12.16666667,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
3375,3375,Single,44,1,9003,Daytime,39,160,Portuguese,38,38,6,6,160,1,0,0,1,Female,0,21,0,0,6,11,6,13.42857143,0,0,6,12,6,12.85714286,0,15.5,2.8,-4.06,Graduate
3376,3376,Single,17,1,9085,Daytime,1,113,Portuguese,19,37,9,9,118.6,1,0,0,1,female,1,21,0,0,6,6,6,14.5,0,0,6,8,6,14.66666667,0,8.9,1.4,3.51,Graduate
3377,3377,Single,1,1,9853,Daytime,1,113,Portuguese,38,38,3,7,112.3,0,0,0,1,FEMALE,1,20,0,0,7,7,7,12.14285714,0,0,7,7,7,12.85714286,0,11.1,0.6,2.02,Graduate
3378,3378,Married,1,1,9147,Daytime,1,137,Portuguese,19,37,9,9,124.4,0,0,0,1,female,0,19,0,0,5,6,4,11.25,0,0,5,10,3,11.71428571,0,10.8,1.4,1.74,Enrolled
3379,3379,Single,1,4,9500,Daytime,1,148,Portuguese,19,19,9,3,125,1,0,0,1,Female,0,18,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
3380,3380,Single,39,1,9500,Daytime,1,130,Portuguese,19,19,9,8,105.8,0,0,0,1,FEMALE,0,26,0,0,7,12,3,13.76666667,0,0,7,11,3,12.06666667,0,13.9,-0.3,0.79,Dropout
3381,3381,Single,26,1,9147,Daytime,2,133.1,Portuguese,34,34,0,0,121.5,1,0,0,1,female,0,31,0,13,15,17,13,11.61538462,0,11,14,14,11,12.54545455,0,7.6,2.6,0.32,Dropout
3382,3382,Single,17,1,9238,Daytime,1,138,Portuguese,37,38,9,8,134.2,1,0,0,1,Female,1,18,0,0,6,6,6,15.16666667,0,0,6,7,6,14.14285714,0,11.1,0.6,2.02,Graduate
3383,3383,Divorced,7,1,9147,Daytime,3,130,Portuguese,19,1,5,5,130,0,0,0,1,FEMALE,0,35,0,0,5,5,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
3384,3384,Single,1,1,9085,Daytime,1,127,Portuguese,37,37,9,9,122.8,1,0,0,1,female,0,19,0,0,5,10,2,14.5,1,0,5,9,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
3385,3385,Single,1,1,9238,Daytime,1,115,Portuguese,19,38,7,7,108.7,0,0,0,1,Female,1,19,0,0,6,9,5,10.8,0,0,6,8,6,10.71428571,0,15.5,2.8,-4.06,Graduate
3386,3386,Single,1,2,9500,Daytime,1,147,Portuguese,3,1,4,3,136.7,0,0,0,1,Female,0,18,0,0,7,7,7,13.99571429,0,0,8,9,8,14.95555556,0,11.1,0.6,2.02,Graduate
3387,3387,Single,17,1,9085,Daytime,1,132,Portuguese,38,38,4,9,119.1,0,0,0,1,Female,0,20,0,0,6,8,6,13.28571429,0,0,6,16,6,11.8,0,12.4,0.5,1.79,Graduate
3388,3388,Single,1,4,171,Daytime,1,146,Portuguese,1,1,9,5,151.3,1,0,0,1,Female,1,19,0,6,12,12,12,12.75,0,4,11,16,11,13.25,0,8.9,1.4,3.51,Graduate
3389,3389,Single,43,1,9238,Daytime,1,109,Portuguese,19,37,5,5,108.3,0,0,0,1,FEMALE,1,21,0,0,6,15,2,10.5,0,0,6,8,5,12.4,0,10.8,1.4,1.74,Enrolled
3390,3390,Single,17,1,9853,Daytime,1,133,Portuguese,38,38,9,9,127.4,0,0,1,1,Female,1,18,0,0,7,7,7,12.71428571,0,0,7,7,7,12.28571429,0,16.2,0.3,-0.92,Graduate
3391,3391,Single,42,1,9500,Daytime,1,124,Portuguese,19,19,4,9,124,0,0,0,1,FEMALE,0,23,0,0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,9.4,-0.8,-3.12,Graduate
3392,3392,Single,1,1,9070,Daytime,1,133.1,Portuguese,1,1,9,9,155,0,0,0,1,FEMALE,1,21,0,0,6,7,5,13,0,0,6,6,6,12.66666667,0,16.2,0.3,-0.92,Graduate
3393,3393,Single,1,1,9147,Daytime,1,121,Portuguese,37,38,9,9,114,0,0,0,1,FEMALE,1,19,0,0,5,7,5,12.2,0,0,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
3394,3394,Single,1,2,9147,Daytime,1,129,Portuguese,38,19,3,7,118.9,1,0,0,1,female,0,19,0,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,Enrolled
3395,3395,Single,53,1,9085,Daytime,42,160,Portuguese,19,37,4,9,160,1,0,0,1,female,0,20,0,7,11,15,11,13.78571429,0,4,9,9,9,13.88888889,0,8.9,1.4,3.51,Graduate
3396,3396,Single,43,1,9147,Daytime,1,131,Portuguese,3,19,2,9,126.1,0,0,0,1,female,0,18,0,0,5,5,0,0,0,0,5,9,4,13.25,2,16.2,0.3,-0.92,Enrolled
3397,3397,Single,1,1,9500,Daytime,1,150,Portuguese,37,37,9,7,136.5,1,0,0,1,female,1,18,0,0,8,8,8,14.50125,0,0,8,8,8,14.50125,0,9.4,-0.8,-3.12,Graduate
3398,3398,Married,1,5,9500,Daytime,1,130,Portuguese,1,19,4,4,122.3,0,0,0,1,female,0,19,0,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduate
3399,3399,Single,17,1,9070,Daytime,1,133.1,Portuguese,38,19,5,5,128,0,0,0,1,FEMALE,1,21,0,0,6,6,6,11.5,0,0,6,6,6,12.33333333,0,9.4,-0.8,-3.12,Graduate
3400,3400,Single,1,1,9238,Daytime,1,154,Portuguese,38,38,9,9,156.5,1,1,0,1,FEMALE,1,18,0,0,6,8,6,11.71428571,0,0,6,6,6,14.66666667,0,12.7,3.7,-1.7,Graduate
3401,3401,Single,1,1,9670,Daytime,1,126,Portuguese,37,19,7,7,125.7,0,0,0,1,Female,0,20,0,0,6,9,6,13.57142857,0,0,6,10,5,13.6,0,15.5,2.8,-4.06,Enrolled
3402,3402,Single,1,1,9773,Daytime,1,150,Portuguese,19,38,9,5,143,0,0,0,1,female,0,18,0,0,6,6,5,13,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,Graduate
3403,3403,Single,17,5,9500,Daytime,1,141,Portuguese,19,19,9,7,131.9,1,0,0,1,Female,1,18,0,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,Graduate
3404,3404,Married,43,1,9991,Evening,1,134,Portuguese,37,37,9,9,113.7,0,0,0,1,FEMALE,0,32,0,1,5,5,5,10.2,0,0,5,9,4,11.25,0,9.4,-0.8,-3.12,Enrolled
3405,3405,Single,17,2,171,Daytime,1,146,Portuguese,3,3,3,3,155.1,1,0,0,1,female,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
3406,3406,Single,16,3,9853,Daytime,1,134,Portuguese,19,37,9,9,121.1,1,0,0,1,female,0,19,0,0,6,8,5,12.2,0,0,6,8,5,11.8,0,10.8,1.4,1.74,Enrolled
3407,3407,Single,1,3,9500,Daytime,1,139,Portuguese,1,19,9,3,130.3,1,0,0,1,Female,1,18,0,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,9.4,-0.8,-3.12,Graduate
3408,3408,Single,1,6,9500,Daytime,1,136,Portuguese,1,1,4,5,123.3,0,0,0,0,Female,0,18,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Dropout
3409,3409,Single,1,5,9773,Daytime,1,110,Portuguese,19,38,3,5,117.4,1,0,0,1,FEMALE,0,20,0,0,6,7,6,13.83333333,0,0,6,6,6,12.83333333,0,11.1,0.6,2.02,Graduate
3410,3410,Single,5,1,9670,Daytime,1,135,Portuguese,1,12,4,4,140.3,1,0,0,1,Female,0,19,0,0,6,7,6,13.42857143,0,0,6,6,4,14,0,12.4,0.5,1.79,Enrolled
3411,3411,Single,17,4,9500,Daytime,1,129,Portuguese,38,37,9,5,120,1,0,0,1,FEMALE,0,19,0,0,8,8,7,12.45428571,0,0,8,8,7,12.45428571,0,10.8,1.4,1.74,Graduate
3412,3412,Single,17,1,9147,Daytime,1,139,Portuguese,38,38,7,5,133.4,0,0,0,1,Female,0,18,0,0,5,9,1,11,1,0,5,10,0,0,0,9.4,-0.8,-3.12,Enrolled
3413,3413,Single,1,4,9500,Daytime,1,137,Portuguese,1,19,4,7,126.7,1,0,0,1,Female,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,15.5,2.8,-4.06,Dropout
3414,3414,Single,17,3,9500,Daytime,1,138,Portuguese,1,19,7,8,129.3,1,0,0,1,female,1,18,0,0,7,8,6,13.27166667,0,0,8,11,7,12.94375,0,12.4,0.5,1.79,Graduate
3415,3415,Single,17,6,9500,Daytime,1,136,Portuguese,3,38,2,9,125.7,1,0,0,1,Female,0,20,0,0,7,8,6,13.54833333,0,0,8,11,6,14.775,0,11.1,0.6,2.02,Enrolled
3416,3416,Single,1,1,9773,Daytime,1,143,Portuguese,3,3,2,5,144.8,0,0,0,1,Female,0,19,0,0,6,6,6,12.16666667,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,Enrolled
3417,3417,Single,1,1,9254,Daytime,1,133.1,Portuguese,38,19,3,3,98.6,0,0,0,1,female,0,21,0,0,6,16,2,11,0,0,6,12,0,0,0,12.7,3.7,-1.7,Dropout
3418,3418,Single,1,1,9853,Daytime,1,136,Portuguese,38,37,9,9,126.9,1,0,0,1,FEMALE,1,19,0,0,7,7,7,13.28571429,0,0,7,7,7,14.42857143,0,11.1,0.6,2.02,Graduate
3419,3419,Single,17,1,9238,Daytime,1,139,Portuguese,19,38,4,9,146.7,1,0,0,1,female,1,20,0,0,6,6,6,13.33333333,0,0,6,7,6,14,0,15.5,2.8,-4.06,Graduate
3420,3420,Single,1,1,9500,Daytime,1,125,Portuguese,1,1,9,4,117,0,0,0,1,FEMALE,1,21,0,0,8,8,8,13.2575,0,0,8,8,8,13.2575,0,9.4,-0.8,-3.12,Graduate
3421,3421,Single,44,1,9085,Daytime,39,130,Portuguese,37,38,9,6,130,1,0,0,1,female,0,23,0,0,6,7,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
3422,3422,Single,17,1,9238,Daytime,1,137,Portuguese,1,38,5,8,125.8,0,0,0,0,Female,1,18,0,0,6,10,6,12.66666667,0,0,6,6,2,11.5,0,12.7,3.7,-1.7,Dropout
3423,3423,Married,39,1,9991,Evening,3,130,Portuguese,3,1,1,10,160,0,0,0,1,FEMALE,0,30,0,0,5,5,5,14.6,0,0,5,5,5,15.4,0,12.7,3.7,-1.7,Dropout
3424,3424,Single,1,1,9085,Daytime,1,130,Portuguese,9,19,4,1,134.2,1,0,0,1,Female,0,20,0,0,5,13,0,0,5,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
3425,3425,Married,43,2,9147,Daytime,1,160,Portuguese,37,37,9,9,96,0,0,0,0,Female,0,29,0,3,5,7,3,12.33333333,0,0,5,8,0,0,0,10.8,1.4,1.74,Dropout
